Date,Primary Type,Location Description,Arrest,District,Ward,Updated On
2/27/19 9:00,THEFT,STREET,FALSE,20,40,3/6/19 16:20
2/27/19 9:00,THEFT,RESIDENCE,FALSE,25,31,3/17/19 16:03
2/27/19 9:00,DECEPTIVE PRACTICE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,FALSE,22,34,3/20/19 16:10
2/27/19 9:00,DECEPTIVE PRACTICE,RESIDENCE,FALSE,3,20,3/20/19 16:10
2/27/19 9:00,DECEPTIVE PRACTICE,"SCHOOL, PUBLIC, BUILDING",FALSE,12,25,3/22/19 16:12
2/27/19 9:00,CRIMINAL DAMAGE,STREET,FALSE,1,25,4/11/19 15:59
2/27/19 9:00,CRIMINAL DAMAGE,RESIDENCE,FALSE,25,30,5/5/19 15:58
2/27/19 9:00,MOTOR VEHICLE THEFT,AIRPORT BUILDING NON-TERMINAL - NON-SECURE AREA,FALSE,16,41,9/4/19 16:07
2/27/19 9:05,MOTOR VEHICLE THEFT,GAS STATION,FALSE,6,21,3/13/19 16:02
2/27/19 9:11,OTHER OFFENSE,DEPARTMENT STORE,FALSE,8,13,3/6/19 16:20
2/27/19 9:15,ASSAULT,RESIDENCE,FALSE,8,17,3/6/19 16:20
2/27/19 9:16,CRIMINAL TRESPASS,PARKING LOT/GARAGE(NON.RESID.),TRUE,18,42,3/6/19 16:20
2/27/19 9:24,OTHER OFFENSE,RESIDENCE,FALSE,6,21,3/6/19 16:20
2/27/19 9:26,BATTERY,APARTMENT,FALSE,18,27,3/6/19 16:20
2/27/19 9:26,NARCOTICS,APARTMENT,TRUE,5,9,3/6/19 16:20
2/27/19 9:27,THEFT,GROCERY FOOD STORE,FALSE,12,28,3/6/19 16:20
2/27/19 9:30,BATTERY,APARTMENT,TRUE,20,48,3/6/19 16:20
2/27/19 9:30,THEFT,OTHER,FALSE,1,25,3/6/19 16:20
2/27/19 9:30,DECEPTIVE PRACTICE,RESIDENCE,FALSE,5,34,3/6/19 16:20
2/27/19 9:30,BATTERY,RESIDENCE,FALSE,7,16,3/6/19 16:20
2/27/19 9:45,THEFT,"SCHOOL, PUBLIC, BUILDING",FALSE,3,20,3/8/19 16:21
2/27/19 9:46,OTHER OFFENSE,RESIDENCE,FALSE,14,35,3/6/19 16:20
2/27/19 9:50,BATTERY,"SCHOOL, PUBLIC, BUILDING",TRUE,14,1,3/6/19 16:20
2/27/19 9:50,THEFT,APARTMENT,FALSE,20,48,3/21/19 16:06
2/27/19 10:00,OFFENSE INVOLVING CHILDREN,RESIDENCE,TRUE,4,8,3/24/19 15:59
2/27/19 10:00,CRIMINAL TRESPASS,BANK,FALSE,1,25,3/6/19 16:20
2/27/19 10:00,THEFT,STREET,FALSE,25,35,3/6/19 16:20
2/27/19 10:00,CRIMINAL DAMAGE,NURSING HOME/RETIREMENT HOME,FALSE,19,44,3/6/19 16:20
2/27/19 10:00,BURGLARY,SMALL RETAIL STORE,FALSE,24,50,4/3/19 16:04
2/27/19 10:00,DECEPTIVE PRACTICE,OTHER,FALSE,1,42,5/15/19 16:13
2/27/19 10:10,THEFT,APARTMENT,FALSE,2,3,3/6/19 16:20
2/27/19 10:15,THEFT,CONVENIENCE STORE,FALSE,1,42,3/6/19 16:20
2/27/19 10:15,BATTERY,VEHICLE NON-COMMERCIAL,FALSE,11,27,3/6/19 16:20
2/27/19 10:16,ASSAULT,CTA PLATFORM,TRUE,7,16,3/6/19 16:20
2/27/19 10:30,NARCOTICS,RESIDENTIAL YARD (FRONT/BACK),TRUE,11,28,3/6/19 16:20
2/27/19 10:30,THEFT,VEHICLE NON-COMMERCIAL,FALSE,9,20,3/6/19 16:20
2/27/19 10:30,BURGLARY,APARTMENT,FALSE,11,28,3/6/19 16:20
2/27/19 10:30,DECEPTIVE PRACTICE,RESIDENCE,FALSE,8,23,3/6/19 16:20
2/27/19 10:33,OTHER OFFENSE,RESIDENCE,FALSE,9,15,3/6/19 16:20
2/27/19 10:38,THEFT,RESIDENCE,TRUE,2,4,3/6/19 16:20
2/27/19 10:40,ASSAULT,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,FALSE,22,34,3/6/19 16:20
2/27/19 10:45,THEFT,DRUG STORE,FALSE,17,39,3/6/19 16:20
2/27/19 10:58,NARCOTICS,PARKING LOT/GARAGE(NON.RESID.),TRUE,9,3,3/6/19 16:20
2/27/19 10:59,BATTERY,APARTMENT,FALSE,10,24,3/6/19 16:20
2/27/19 11:00,CRIMINAL DAMAGE,RESTAURANT,FALSE,17,33,3/6/19 16:20
2/27/19 11:00,MOTOR VEHICLE THEFT,STREET,FALSE,25,27,3/6/19 16:20
2/27/19 11:00,BATTERY,RESIDENCE,FALSE,10,12,3/6/19 16:20
2/27/19 11:00,BATTERY,"SCHOOL, PUBLIC, BUILDING",FALSE,17,33,3/6/19 16:20
2/27/19 11:00,THEFT,STREET,FALSE,11,37,3/6/19 16:20
2/27/19 11:00,BATTERY,"SCHOOL, PUBLIC, BUILDING",FALSE,5,9,3/6/19 16:20
2/27/19 11:00,OTHER OFFENSE,OTHER,FALSE,4,10,3/6/19 16:20
2/27/19 11:00,OTHER OFFENSE,STREET,FALSE,5,34,3/6/19 16:20
2/27/19 11:00,ASSAULT,ALLEY,FALSE,8,18,3/6/19 16:20
2/27/19 11:00,THEFT,RESIDENCE PORCH/HALLWAY,FALSE,11,37,3/6/19 16:20
2/27/19 11:00,CRIMINAL TRESPASS,APARTMENT,FALSE,4,8,3/6/19 16:20
2/27/19 11:10,CRIMINAL DAMAGE,APARTMENT,FALSE,11,28,3/6/19 16:20
2/27/19 11:15,CRIMINAL DAMAGE,APARTMENT,FALSE,6,8,3/6/19 16:20
2/27/19 11:15,BATTERY,APARTMENT,FALSE,6,17,3/6/19 16:20
2/27/19 11:20,BATTERY,"SCHOOL, PUBLIC, BUILDING",FALSE,2,3,3/6/19 16:20
2/27/19 11:21,BATTERY,HOSPITAL BUILDING/GROUNDS,TRUE,18,42,4/10/19 16:05
2/27/19 11:22,CRIMINAL DAMAGE,STREET,FALSE,7,17,3/6/19 16:20
2/27/19 11:30,ROBBERY,STREET,FALSE,2,3,3/6/19 16:20
2/27/19 11:30,OTHER OFFENSE,RESIDENCE,FALSE,7,6,3/6/19 16:20
2/27/19 11:30,ASSAULT,GROCERY FOOD STORE,FALSE,18,42,3/6/19 16:20
2/27/19 11:30,DECEPTIVE PRACTICE,,FALSE,16,45,3/6/19 16:20
2/27/19 11:31,NARCOTICS,ALLEY,TRUE,11,24,3/6/19 16:20
2/27/19 11:40,ASSAULT,STREET,TRUE,25,36,3/6/19 16:20
2/27/19 11:44,THEFT,RESIDENCE PORCH/HALLWAY,FALSE,11,28,3/6/19 16:20
2/27/19 11:45,BATTERY,"SCHOOL, PUBLIC, BUILDING",FALSE,19,46,3/6/19 16:20
2/27/19 11:45,ASSAULT,DEPARTMENT STORE,FALSE,19,47,3/13/19 16:02
2/27/19 11:48,BATTERY,RESIDENCE,FALSE,22,19,3/6/19 16:20
2/27/19 11:50,BATTERY,STREET,FALSE,11,27,3/6/19 16:20
2/27/19 11:50,OTHER OFFENSE,APARTMENT,FALSE,24,49,3/6/19 16:20
2/27/19 11:53,CRIMINAL TRESPASS,RESTAURANT,FALSE,14,35,3/6/19 16:20
2/27/19 12:00,DECEPTIVE PRACTICE,DEPARTMENT STORE,FALSE,22,34,6/11/19 16:08
2/27/19 12:00,DECEPTIVE PRACTICE,GOVERNMENT BUILDING/PROPERTY,FALSE,1,3,3/6/19 16:20
2/27/19 12:00,BATTERY,APARTMENT,TRUE,5,9,3/6/19 16:20
2/27/19 12:00,THEFT,SIDEWALK,FALSE,1,42,3/6/19 16:20
2/27/19 12:00,DECEPTIVE PRACTICE,SIDEWALK,FALSE,1,42,3/6/19 16:20
2/27/19 12:00,THEFT,GROCERY FOOD STORE,FALSE,25,29,3/6/19 16:20
2/27/19 12:00,CRIMINAL TRESPASS,RESIDENCE,FALSE,6,21,3/6/19 16:20
2/27/19 12:00,CRIMINAL TRESPASS,STREET,FALSE,8,13,3/6/19 16:20
2/27/19 12:00,STALKING,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,FALSE,14,2,3/6/19 16:20
2/27/19 12:00,THEFT,COMMERCIAL / BUSINESS OFFICE,FALSE,1,42,3/6/19 16:20
2/27/19 12:00,BATTERY,HOSPITAL BUILDING/GROUNDS,FALSE,7,20,3/6/19 16:20
2/27/19 12:00,BURGLARY,RESIDENCE,FALSE,7,20,3/6/19 16:20
2/27/19 12:00,THEFT,RESIDENCE,FALSE,1,42,3/7/19 16:15
2/27/19 12:00,BATTERY,"SCHOOL, PUBLIC, GROUNDS",FALSE,2,4,3/9/19 15:58
2/27/19 12:00,CRIM SEXUAL ASSAULT,HOSPITAL BUILDING/GROUNDS,FALSE,7,20,3/13/19 16:02
2/27/19 12:00,DECEPTIVE PRACTICE,RESIDENCE,FALSE,25,29,3/23/19 15:54
2/27/19 12:00,DECEPTIVE PRACTICE,RESIDENCE,FALSE,7,17,4/11/19 15:59
2/27/19 12:00,THEFT,RESIDENCE,FALSE,19,44,5/22/19 16:04
2/27/19 12:00,BURGLARY,RESIDENCE,FALSE,8,13,10/5/19 16:04
2/27/19 12:00,DECEPTIVE PRACTICE,OTHER (SPECIFY),FALSE,3,20,7/31/20 15:45
2/27/19 12:01,NARCOTICS,STREET,TRUE,3,7,3/6/19 16:20
2/27/19 12:01,HOMICIDE,APARTMENT,TRUE,7,20,6/20/20 15:48
2/27/19 12:10,ASSAULT,HOSPITAL BUILDING/GROUNDS,TRUE,4,8,3/6/19 16:20
2/27/19 12:10,BURGLARY,RESIDENCE,FALSE,3,8,3/6/19 16:20
2/27/19 12:12,NARCOTICS,SIDEWALK,TRUE,4,7,3/6/19 16:20
2/27/19 12:14,THEFT,GROCERY FOOD STORE,TRUE,2,4,3/6/19 16:20
2/27/19 12:15,BATTERY,"SCHOOL, PUBLIC, BUILDING",FALSE,10,24,3/6/19 16:20
2/27/19 12:15,BATTERY,DEPARTMENT STORE,TRUE,6,21,3/6/19 16:20
2/27/19 12:20,NARCOTICS,SIDEWALK,TRUE,10,24,3/6/19 16:20
2/27/19 12:25,ASSAULT,AIRPORT EXTERIOR - NON-SECURE AREA,TRUE,16,41,3/6/19 16:20
2/27/19 12:26,CRIMINAL TRESPASS,GROCERY FOOD STORE,TRUE,9,11,3/6/19 16:20
2/27/19 12:27,BATTERY,"SCHOOL, PUBLIC, GROUNDS",FALSE,5,34,3/6/19 16:20
2/27/19 12:28,BATTERY,VEHICLE NON-COMMERCIAL,FALSE,3,6,3/6/19 16:20
2/27/19 12:30,CRIMINAL DAMAGE,"SCHOOL, PUBLIC, BUILDING",FALSE,8,13,3/6/19 16:20
2/27/19 12:30,CRIMINAL DAMAGE,STREET,FALSE,19,47,3/6/19 16:20
2/27/19 12:30,MOTOR VEHICLE THEFT,STREET,FALSE,7,17,3/6/19 16:20
2/27/19 12:30,THEFT,HOTEL/MOTEL,FALSE,19,46,3/6/19 16:20
2/27/19 12:30,DECEPTIVE PRACTICE,RESIDENCE,FALSE,17,45,3/6/19 16:20
2/27/19 12:36,BURGLARY,RESIDENCE,TRUE,22,34,3/6/19 16:20
2/27/19 12:38,NARCOTICS,SIDEWALK,TRUE,3,20,3/6/19 16:20
2/27/19 12:40,ASSAULT,CTA STATION,FALSE,20,48,3/6/19 16:20
2/27/19 12:40,ROBBERY,PARKING LOT/GARAGE(NON.RESID.),FALSE,6,17,3/8/19 16:21
2/27/19 12:44,NARCOTICS,VACANT LOT/LAND,TRUE,10,24,3/6/19 16:20
2/27/19 12:50,ROBBERY,CTA TRAIN,FALSE,15,37,3/6/19 16:20
2/27/19 12:50,THEFT,STREET,FALSE,7,6,3/6/19 16:20
2/27/19 12:50,THEFT,RESTAURANT,FALSE,18,42,3/6/19 16:20
2/27/19 12:51,THEFT,RESIDENTIAL YARD (FRONT/BACK),FALSE,8,13,3/6/19 16:20
2/27/19 13:00,CRIMINAL DAMAGE,PARKING LOT/GARAGE(NON.RESID.),FALSE,15,28,3/6/19 16:20
2/27/19 13:00,THEFT,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,FALSE,4,10,3/6/19 16:20
2/27/19 13:00,MOTOR VEHICLE THEFT,STREET,FALSE,14,26,3/6/19 16:20
2/27/19 13:00,BATTERY,"SCHOOL, PUBLIC, BUILDING",FALSE,3,6,3/6/19 16:20
2/27/19 13:00,PUBLIC PEACE VIOLATION,"SCHOOL, PRIVATE, BUILDING",FALSE,2,4,3/6/19 16:20
2/27/19 13:00,BATTERY,RESIDENCE,FALSE,25,37,3/6/19 16:20
2/27/19 13:00,BATTERY,CTA STATION,FALSE,3,6,3/6/19 16:20
2/27/19 13:00,MOTOR VEHICLE THEFT,STREET,FALSE,8,16,3/6/19 16:20
2/27/19 13:00,DECEPTIVE PRACTICE,APARTMENT,FALSE,2,4,4/27/19 15:59
2/27/19 13:00,MOTOR VEHICLE THEFT,PARKING LOT / GARAGE (NON RESIDENTIAL),FALSE,2,3,7/24/20 15:46
2/27/19 13:05,THEFT,"SCHOOL, PUBLIC, BUILDING",FALSE,17,39,3/6/19 16:20
2/27/19 13:10,THEFT,CONVENIENCE STORE,FALSE,9,15,3/6/19 16:20
2/27/19 13:12,THEFT,RESIDENCE PORCH/HALLWAY,FALSE,12,1,3/6/19 16:20
2/27/19 13:13,CRIMINAL DAMAGE,RESIDENCE,FALSE,11,27,3/6/19 16:20
2/27/19 13:15,CRIMINAL DAMAGE,RESIDENCE,FALSE,6,6,3/6/19 16:20
2/27/19 13:15,DECEPTIVE PRACTICE,RESTAURANT,FALSE,1,42,3/6/19 16:20
2/27/19 13:15,THEFT,RESTAURANT,FALSE,1,42,3/6/19 16:20
2/27/19 13:15,THEFT,SMALL RETAIL STORE,FALSE,3,6,3/6/19 16:20
2/27/19 13:15,KIDNAPPING,"SCHOOL, PUBLIC, GROUNDS",FALSE,19,43,3/6/19 16:20
2/27/19 13:15,ASSAULT,CTA TRAIN,FALSE,7,20,3/6/19 16:20
2/27/19 13:20,NARCOTICS,STREET,TRUE,11,37,3/6/19 16:20
2/27/19 13:21,CRIMINAL DAMAGE,STREET,FALSE,10,24,3/6/19 16:20
2/27/19 13:21,THEFT,GROCERY FOOD STORE,TRUE,2,4,3/6/19 16:20
2/27/19 13:22,NARCOTICS,STREET,TRUE,4,10,3/6/19 16:20
2/27/19 13:23,DECEPTIVE PRACTICE,RESIDENCE,FALSE,9,11,3/6/19 16:20
2/27/19 13:27,THEFT,RESIDENCE PORCH/HALLWAY,FALSE,3,6,3/6/19 16:20
2/27/19 13:30,MOTOR VEHICLE THEFT,ALLEY,FALSE,11,24,3/6/19 16:20
2/27/19 13:30,THEFT,STREET,FALSE,18,2,3/6/19 16:20
2/27/19 13:30,THEFT,APARTMENT,FALSE,2,4,3/6/19 16:20
2/27/19 13:30,THEFT,RESIDENCE,FALSE,14,32,3/15/19 16:13
2/27/19 13:35,NARCOTICS,"SCHOOL, PUBLIC, BUILDING",TRUE,9,14,3/6/19 16:20
2/27/19 13:40,THEFT,CTA TRAIN,FALSE,2,3,3/6/19 16:20
2/27/19 13:45,THEFT,SMALL RETAIL STORE,TRUE,4,7,3/6/19 16:20
2/27/19 13:45,CRIMINAL DAMAGE,RESIDENCE,FALSE,11,28,3/6/19 16:20
2/27/19 13:49,NARCOTICS,PARKING LOT/GARAGE(NON.RESID.),TRUE,11,24,3/6/19 16:20
2/27/19 13:51,NARCOTICS,SIDEWALK,TRUE,10,24,3/6/19 16:20
2/27/19 13:55,BATTERY,CONVENIENCE STORE,FALSE,5,9,3/6/19 16:20
2/27/19 13:57,ASSAULT,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,FALSE,3,8,3/6/19 16:20
2/27/19 14:00,CRIMINAL DAMAGE,RESIDENCE,FALSE,8,16,3/6/19 16:20
2/27/19 14:00,THEFT,SMALL RETAIL STORE,FALSE,8,18,3/6/19 16:20
2/27/19 14:00,OTHER OFFENSE,STREET,FALSE,8,16,3/6/19 16:20
2/27/19 14:00,BATTERY,SIDEWALK,FALSE,11,24,3/6/19 16:20
2/27/19 14:00,ASSAULT,RESIDENCE,FALSE,3,6,3/6/19 16:20
2/27/19 14:00,DECEPTIVE PRACTICE,RESIDENCE,FALSE,14,32,3/6/19 16:20
2/27/19 14:00,BURGLARY,APARTMENT,FALSE,6,17,3/6/19 16:20
2/27/19 14:00,THEFT,APARTMENT,FALSE,7,16,4/24/19 16:24
2/27/19 14:00,DECEPTIVE PRACTICE,RESIDENCE,FALSE,7,16,5/2/19 16:15
2/27/19 14:01,BATTERY,RESIDENCE,FALSE,16,36,3/6/19 16:20
2/27/19 14:07,WEAPONS VIOLATION,RESIDENTIAL YARD (FRONT/BACK),TRUE,8,17,3/6/19 16:20
2/27/19 14:08,PUBLIC PEACE VIOLATION,"SCHOOL, PUBLIC, BUILDING",FALSE,22,19,3/6/19 16:20
2/27/19 14:12,DECEPTIVE PRACTICE,RESIDENCE,FALSE,10,24,3/6/19 16:20
2/27/19 14:15,THEFT,SMALL RETAIL STORE,FALSE,22,34,3/6/19 16:20
2/27/19 14:16,NARCOTICS,STREET,TRUE,11,28,3/6/19 16:20
2/27/19 14:24,NARCOTICS,RESIDENTIAL YARD (FRONT/BACK),TRUE,11,28,3/6/19 16:20
2/27/19 14:24,CRIMINAL TRESPASS,GAS STATION,TRUE,5,9,3/6/19 16:20
2/27/19 14:27,NARCOTICS,SIDEWALK,TRUE,6,21,3/6/19 16:20
2/27/19 14:30,DECEPTIVE PRACTICE,SMALL RETAIL STORE,FALSE,17,45,3/6/19 16:20
2/27/19 14:30,THEFT,STREET,FALSE,25,30,3/6/19 16:20
2/27/19 14:30,CRIM SEXUAL ASSAULT,APARTMENT,FALSE,1,4,3/6/19 16:20
2/27/19 14:30,CRIMINAL DAMAGE,VEHICLE NON-COMMERCIAL,FALSE,16,31,3/6/19 16:20
2/27/19 14:30,THEFT,RESTAURANT,FALSE,1,4,3/24/19 15:59
2/27/19 14:35,CRIMINAL DAMAGE,APARTMENT,FALSE,4,7,3/6/19 16:20
2/27/19 14:36,BATTERY,GOVERNMENT BUILDING/PROPERTY,FALSE,12,27,3/6/19 16:20
2/27/19 14:43,NARCOTICS,RESIDENCE,TRUE,7,16,12/11/19 15:55
2/27/19 14:45,ASSAULT,SIDEWALK,FALSE,6,8,3/6/19 16:20
2/27/19 14:47,OTHER OFFENSE,STREET,TRUE,9,3,3/6/19 16:20
2/27/19 14:49,BATTERY,APARTMENT,TRUE,7,6,3/6/19 16:20
2/27/19 14:50,BATTERY,APARTMENT,FALSE,6,6,3/6/19 16:20
2/27/19 14:50,CRIMINAL DAMAGE,STREET,FALSE,2,4,3/6/19 16:20
2/27/19 15:00,BATTERY,"SCHOOL, PUBLIC, BUILDING",FALSE,5,8,3/6/19 16:20
2/27/19 15:00,INTERFERENCE WITH PUBLIC OFFICER,"SCHOOL, PRIVATE, GROUNDS",TRUE,24,49,3/6/19 16:20
2/27/19 15:00,BATTERY,RESIDENTIAL YARD (FRONT/BACK),FALSE,15,28,3/6/19 16:20
2/27/19 15:00,ASSAULT,RESIDENCE PORCH/HALLWAY,FALSE,20,48,3/6/19 16:20
2/27/19 15:00,BATTERY,STREET,FALSE,11,27,3/6/19 16:20
2/27/19 15:00,BATTERY,SIDEWALK,FALSE,10,22,3/6/19 16:20
2/27/19 15:00,ASSAULT,"SCHOOL, PUBLIC, BUILDING",FALSE,18,27,3/6/19 16:20
2/27/19 15:00,DECEPTIVE PRACTICE,RESIDENCE,FALSE,8,23,3/6/19 16:20
2/27/19 15:00,DECEPTIVE PRACTICE,RESIDENCE,FALSE,5,34,3/6/19 16:20
2/27/19 15:00,THEFT,PARKING LOT/GARAGE(NON.RESID.),FALSE,3,20,3/6/19 16:20
2/27/19 15:00,THEFT,RESIDENCE,FALSE,6,6,3/9/19 15:58
2/27/19 15:10,NARCOTICS,SIDEWALK,TRUE,20,40,3/6/19 16:20
2/27/19 15:12,BATTERY,"SCHOOL, PUBLIC, BUILDING",TRUE,7,6,3/6/19 16:20
2/27/19 15:15,ROBBERY,SIDEWALK,FALSE,11,24,3/6/19 16:20
2/27/19 15:15,DECEPTIVE PRACTICE,,FALSE,8,18,3/6/19 16:20
2/27/19 15:15,THEFT,GROCERY FOOD STORE,FALSE,19,46,3/6/19 16:20
2/27/19 15:15,CRIMINAL DAMAGE,STREET,FALSE,14,2,3/6/19 16:20
2/27/19 15:15,ASSAULT,STREET,FALSE,8,13,3/6/19 16:20
2/27/19 15:15,DECEPTIVE PRACTICE,APARTMENT,FALSE,15,29,3/22/19 16:12
2/27/19 15:20,ASSAULT,RESIDENCE,FALSE,16,36,3/6/19 16:20
2/27/19 15:22,CRIMINAL DAMAGE,STREET,FALSE,25,29,3/6/19 16:20
2/27/19 15:23,CRIMINAL DAMAGE,STREET,TRUE,12,25,3/6/19 16:20
2/27/19 15:25,ASSAULT,STREET,FALSE,7,16,3/6/19 16:20
2/27/19 15:26,NARCOTICS,ALLEY,TRUE,24,49,3/6/19 16:20
2/27/19 15:30,ASSAULT,ATHLETIC CLUB,TRUE,18,2,3/6/19 16:20
2/27/19 15:30,ASSAULT,STREET,FALSE,16,45,3/6/19 16:20
2/27/19 15:30,THEFT,STREET,FALSE,8,17,3/6/19 16:20
2/27/19 15:30,BATTERY,"SCHOOL, PUBLIC, BUILDING",FALSE,18,27,3/6/19 16:20
2/27/19 15:30,BATTERY,"SCHOOL, PUBLIC, BUILDING",FALSE,5,9,3/6/19 16:20
2/27/19 15:30,BATTERY,"SCHOOL, PUBLIC, BUILDING",FALSE,12,27,3/6/19 16:20
2/27/19 15:30,DECEPTIVE PRACTICE,RESIDENCE,FALSE,8,18,3/6/19 16:20
2/27/19 15:30,ASSAULT,RESTAURANT,FALSE,17,39,3/6/19 16:20
2/27/19 15:32,NARCOTICS,RESIDENCE,TRUE,15,28,3/6/19 16:20
2/27/19 15:32,ASSAULT,RESIDENCE,TRUE,7,6,4/26/19 16:03
2/27/19 15:37,THEFT,DEPARTMENT STORE,TRUE,6,21,3/6/19 16:20
2/27/19 15:42,THEFT,CHA APARTMENT,FALSE,4,7,3/6/19 16:20
2/27/19 15:45,BATTERY,STREET,TRUE,12,28,3/6/19 16:20
2/27/19 15:45,CRIMINAL DAMAGE,STREET,FALSE,12,25,3/6/19 16:20
2/27/19 15:45,BATTERY,CTA BUS,FALSE,3,8,3/6/19 16:20
2/27/19 15:48,DECEPTIVE PRACTICE,RESIDENCE,FALSE,5,34,3/6/19 16:20
2/27/19 15:50,BATTERY,RESIDENCE,FALSE,10,24,3/6/19 16:20
2/27/19 15:51,NARCOTICS,SIDEWALK,TRUE,10,24,3/6/19 16:20
2/27/19 15:54,THEFT,SMALL RETAIL STORE,FALSE,1,25,3/6/19 16:20
2/27/19 15:55,THEFT,SMALL RETAIL STORE,TRUE,5,10,3/6/19 16:20
2/27/19 16:00,CRIMINAL DAMAGE,RESIDENTIAL YARD (FRONT/BACK),FALSE,4,8,3/6/19 16:20
2/27/19 16:00,THEFT,"SCHOOL, PRIVATE, BUILDING",FALSE,24,49,3/6/19 16:20
2/27/19 16:00,CRIMINAL DAMAGE,RESIDENCE,FALSE,8,23,3/6/19 16:20
2/27/19 16:00,THEFT,RESIDENCE,FALSE,9,3,3/6/19 16:20
2/27/19 16:00,THEFT,PARK PROPERTY,TRUE,9,15,5/11/19 16:11
2/27/19 16:00,CRIMINAL TRESPASS,STREET,FALSE,22,19,3/6/19 16:20
2/27/19 16:00,THEFT,STREET,FALSE,12,42,3/6/19 16:20
2/27/19 16:00,ASSAULT,APARTMENT,FALSE,20,48,3/8/19 16:21
2/27/19 16:00,THEFT,STREET,FALSE,10,22,3/10/19 15:53
2/27/19 16:00,DECEPTIVE PRACTICE,COMMERCIAL / BUSINESS OFFICE,FALSE,8,23,3/23/19 15:54
2/27/19 16:00,THEFT,COMMERCIAL / BUSINESS OFFICE,FALSE,1,42,6/30/19 15:56
2/27/19 16:05,DECEPTIVE PRACTICE,ALLEY,TRUE,25,37,3/6/19 16:20
2/27/19 16:08,BATTERY,OTHER,FALSE,19,32,3/6/19 16:20
2/27/19 16:11,DECEPTIVE PRACTICE,RESIDENCE,FALSE,18,2,3/23/19 15:54
2/27/19 16:15,THEFT,APARTMENT,FALSE,15,29,3/6/19 16:20
2/27/19 16:15,ASSAULT,APARTMENT,TRUE,16,38,3/6/19 16:20
2/27/19 16:18,NARCOTICS,VACANT LOT/LAND,TRUE,11,27,3/6/19 16:20
2/27/19 16:20,OTHER OFFENSE,COMMERCIAL / BUSINESS OFFICE,FALSE,1,42,3/6/19 16:20
2/27/19 16:23,OTHER OFFENSE,RESIDENCE,FALSE,11,27,3/17/19 16:03
2/27/19 16:25,CRIMINAL DAMAGE,RESIDENCE,FALSE,7,6,3/6/19 16:20
2/27/19 16:25,BATTERY,GROCERY FOOD STORE,FALSE,6,21,3/6/19 16:20
2/27/19 16:26,PUBLIC PEACE VIOLATION,SIDEWALK,TRUE,10,22,3/6/19 16:20
2/27/19 16:30,THEFT,SMALL RETAIL STORE,TRUE,1,11,3/6/19 16:20
2/27/19 16:30,THEFT,SIDEWALK,FALSE,25,37,3/6/19 16:20
2/27/19 16:32,DECEPTIVE PRACTICE,RESIDENCE,FALSE,22,21,3/8/19 16:21
2/27/19 16:37,ROBBERY,SMALL RETAIL STORE,FALSE,6,21,3/6/19 16:20
2/27/19 16:40,BATTERY,APARTMENT,TRUE,25,36,3/6/19 16:20
2/27/19 16:40,CRIMINAL DAMAGE,STREET,FALSE,9,14,3/6/19 16:20
2/27/19 16:45,WEAPONS VIOLATION,ALLEY,FALSE,7,16,3/6/19 16:20
2/27/19 16:45,BATTERY,RESIDENCE,TRUE,15,37,3/6/19 16:20
2/27/19 16:45,THEFT,GROCERY FOOD STORE,FALSE,1,42,3/6/19 16:20
2/27/19 16:50,BATTERY,RESIDENCE,FALSE,8,14,3/6/19 16:20
2/27/19 16:52,CRIMINAL DAMAGE,APARTMENT,FALSE,16,41,3/6/19 16:20
2/27/19 16:53,OTHER OFFENSE,SMALL RETAIL STORE,TRUE,7,6,3/6/19 16:20
2/27/19 17:00,ASSAULT,APARTMENT,FALSE,8,17,3/6/19 16:20
2/27/19 17:00,OTHER OFFENSE,"SCHOOL, PUBLIC, BUILDING",FALSE,12,1,3/6/19 16:20
2/27/19 17:00,THEFT,STREET,FALSE,12,27,3/6/19 16:20
2/27/19 17:00,CRIMINAL DAMAGE,STREET,FALSE,2,3,3/6/19 16:20
2/27/19 17:00,BURGLARY,RESIDENCE,FALSE,7,16,3/6/19 16:20
2/27/19 17:00,NARCOTICS,VEHICLE NON-COMMERCIAL,TRUE,1,3,11/16/19 15:45
2/27/19 17:03,THEFT,RESIDENCE,FALSE,16,38,4/14/19 15:57
2/27/19 17:06,THEFT,SMALL RETAIL STORE,FALSE,2,20,3/6/19 16:20
2/27/19 17:10,CRIMINAL DAMAGE,GAS STATION,FALSE,15,37,3/6/19 16:20
2/27/19 17:11,DECEPTIVE PRACTICE,CTA PLATFORM,TRUE,11,28,3/6/19 16:20
2/27/19 17:15,DECEPTIVE PRACTICE,CTA STATION,TRUE,11,28,3/6/19 16:20
2/27/19 17:15,ASSAULT,STREET,TRUE,6,21,3/6/19 16:20
2/27/19 17:15,CRIMINAL DAMAGE,ALLEY,FALSE,9,15,3/6/19 16:20
2/27/19 17:20,BURGLARY,APARTMENT,FALSE,7,16,3/6/19 16:20
2/27/19 17:20,THEFT,DRUG STORE,TRUE,12,27,3/6/19 16:20
2/27/19 17:20,ASSAULT,RESIDENCE PORCH/HALLWAY,FALSE,2,4,8/17/19 15:57
